,0
2021-01-31,0.0018345688392329418
2021-02-28,0.0014811157920018303
2021-03-31,0.0013019746893534467
2021-04-30,0.0009387127031117437
2021-05-31,0.0009387127031117437
2021-06-30,0.0013019746893534467
2021-07-31,0.0013019746893534467
2021-08-31,0.0013019746893534467
2021-09-30,0.0016586374091545064
2021-10-31,0.0026913448445793353
2021-11-30,0.0041453254915753135
2021-12-31,0.0063528587155927685
2022-01-31,0.01115042625935847
2022-02-28,0.013516196692734406
2022-03-31,0.01876982264630156
