Date,forecasted_VIX,^VIX
2020-01-02,12.82969882779651,12.470000267028809
2020-01-03,12.867789563749392,14.020000457763672
2020-01-06,12.82969882779651,13.850000381469727
2020-01-07,12.82969882779651,13.789999961853027
2020-01-08,12.82969882779651,13.449999809265137
2020-01-09,12.704659002123446,12.539999961853027
2020-01-10,12.82969882779651,12.5600004196167
2020-01-13,12.82969882779651,12.319999694824219
2020-01-14,12.704659002123446,12.390000343322754
2020-01-15,12.82969882779651,12.420000076293945
2020-01-16,12.82969882779651,12.319999694824219
2020-01-17,12.82969882779651,12.100000381469727
2020-01-21,12.82969882779651,12.850000381469727
2020-01-22,12.82969882779651,12.90999984741211
2020-01-23,12.82969882779651,12.979999542236328
2020-01-24,13.778820162047626,14.5600004196167
2020-01-27,17.322511840679795,18.229999542236328
2020-01-28,14.587721332776777,16.280000686645508
2020-01-29,13.778820162047626,16.389999389648438
2020-01-30,13.778820162047626,15.489999771118164
2020-01-31,16.96735898431518,18.84000015258789
2020-02-03,16.96735898431518,17.969999313354492
2020-02-04,13.469525216688144,16.049999237060547
2020-02-05,12.82969882779651,15.149999618530273
2020-02-06,12.867789563749392,14.960000038146973
2020-02-07,13.469525216688144,15.470000267028809
2020-02-10,13.778820162047626,15.039999961853027
2020-02-11,13.778820162047626,15.180000305175781
2020-02-12,13.778820162047626,13.739999771118164
2020-02-13,13.778820162047626,14.149999618530273
2020-02-14,13.778820162047626,13.680000305175781
2020-02-18,14.081492072943846,14.829999923706055
2020-02-19,13.469525216688144,14.380000114440918
2020-02-20,13.778820162047626,15.5600004196167
2020-02-21,16.430548359083495,17.079999923706055
2020-02-24,19.164460598076356,25.030000686645508
2020-02-25,20.494422628984584,27.850000381469727
2020-02-26,20.002194362786167,27.559999465942383
2020-02-27,22.954645473449272,39.15999984741211
2020-02-28,23.017729757462085,40.11000061035156
2020-03-02,21.979781224034465,33.41999816894531
2020-03-03,21.983026074805178,36.81999969482422
2020-03-04,20.002194362786167,31.989999771118164
2020-03-05,22.102085232170648,39.619998931884766
2020-03-06,22.085318428668376,41.939998626708984
2020-03-09,25.849695028030432,54.459999084472656
2020-03-10,25.15849524672436,47.29999923706055
2020-03-11,29.785868795377,53.900001525878906
2020-03-12,30.791752380521814,75.47000122070312
2020-03-13,34.114073022147444,57.83000183105469
2020-03-16,31.994937522115993,82.69000244140625
2020-03-17,30.40462342016584,75.91000366210938
2020-03-18,30.16309429304767,76.44999694824219
2020-03-19,32.335291566559064,72.0
2020-03-20,34.42250978950612,66.04000091552734
2020-03-23,33.016560766266096,61.59000015258789
2020-03-24,34.69192587447481,61.66999816894531
2020-03-25,34.69192587447481,63.95000076293945
2020-03-26,36.47742027267777,61.0
2020-03-27,34.046471968183255,65.54000091552734
2020-03-30,29.934471874453195,57.08000183105469
2020-03-31,29.954881354120527,53.540000915527344
2020-04-01,30.14066198312338,57.060001373291016
2020-04-02,28.66777500786152,50.90999984741211
2020-04-03,25.216865506849828,46.79999923706055
2020-04-06,29.042456378193535,45.2400016784668
2020-04-07,25.759625087610786,46.70000076293945
2020-04-08,26.827884474858738,43.349998474121094
2020-04-09,24.85838764268874,41.66999816894531
2020-04-13,25.849695028030432,41.16999816894531
2020-04-14,24.969052792935912,37.7599983215332
2020-04-15,25.849695028030432,40.84000015258789
2020-04-16,25.960360178277604,40.11000061035156
2020-04-17,22.822871820940257,38.150001525878906
2020-04-20,25.960360178277604,43.83000183105469
2020-04-21,25.960360178277604,45.40999984741211
2020-04-22,24.534811471183403,41.97999954223633
2020-04-23,24.534811471183403,41.380001068115234
2020-04-24,24.993675871325088,35.93000030517578
2020-04-27,24.002368485983396,33.290000915527344
2020-04-28,24.239063260464583,33.56999969482422
2020-04-29,23.78205250456865,31.229999542236328
2020-04-30,24.239063260464583,34.150001525878906
2020-05-01,23.43846530255289,37.189998626708984
2020-05-04,23.897329702694574,35.970001220703125
2020-05-05,24.13402447717576,33.61000061035156
2020-05-06,23.540790115954557,34.119998931884766
2020-05-07,22.092471974716933,31.440000534057617
2020-05-08,23.78205250456865,27.979999542236328
2020-05-11,24.239063260464583,27.56999969482422
2020-05-12,25.85532139498878,33.040000915527344
2020-05-13,26.1829842070811,35.279998779296875
2020-05-14,24.320517888950818,32.61000061035156
2020-05-15,24.59270384619445,31.889999389648438
2020-05-18,23.294884885099684,29.299999237060547
2020-05-19,21.605304355247966,30.530000686645508
2020-05-20,24.002368485983396,27.989999771118164
2020-05-21,21.853923555989994,29.530000686645508
2020-05-22,24.13402447717576,28.15999984741211
2020-05-26,23.26937397669128,28.010000228881836
2020-05-27,22.138775347005538,27.6200008392334
2020-05-28,21.542754653524128,28.59000015258789
2020-05-29,20.65079117192783,27.510000228881836
2020-06-01,20.65079117192783,28.229999542236328
2020-06-02,20.65079117192783,26.84000015258789
2020-06-03,21.105356690959887,25.65999984741211
2020-06-04,21.26780167119798,25.809999465942383
2020-06-05,20.025050097015157,24.520000457763672
2020-06-08,20.481274914043752,25.809999465942383
2020-06-09,20.621070790496567,27.56999969482422
2020-06-10,22.57950874761921,27.56999969482422
2020-06-12,29.86221303387746,36.09000015258789
2020-06-15,25.617122367100187,34.400001525878906
2020-06-16,25.958962492549105,33.66999816894531
2020-06-17,25.617122367100187,33.470001220703125
2020-06-18,24.53389413698306,32.939998626708984
2020-06-19,24.53389413698306,35.119998931884766
2020-06-22,24.64455928723023,31.770000457763672
2020-06-23,24.64455928723023,31.3700008392334
2020-06-24,24.697631155351086,33.84000015258789
2020-06-25,22.45899541486358,32.220001220703125
2020-06-26,23.540196966748812,34.72999954223633
2020-06-29,23.841611998645742,31.780000686645508
2020-06-30,23.841611998645742,30.43000030517578
2020-07-01,23.841611998645742,28.6200008392334
2020-07-02,23.360571313566375,27.68000030517578
2020-07-06,23.360571313566375,27.940000534057617
2020-07-07,23.817582069462308,29.43000030517578
2020-07-08,22.847892785689005,28.079999923706055
2020-07-09,23.360571313566375,29.260000228881836
2020-07-10,22.138775347005538,27.290000915527344
2020-07-13,23.382747598504057,32.189998626708984
2020-07-14,23.18792717140509,29.520000457763672
2020-07-15,23.18792717140509,27.760000228881836
2020-07-16,23.70060569928246,28.0
2020-07-17,23.72021849261415,25.68000030517578
2020-07-20,23.18792717140509,24.459999084472656
2020-07-21,23.26320773671822,24.84000015258789
2020-07-22,22.870398854900934,24.31999969482422
2020-07-23,23.26320773671822,26.079999923706055
2020-07-24,23.26320773671822,25.84000015258789
2020-07-27,22.75052920884085,24.739999771118164
2020-07-28,22.75052920884085,25.440000534057617
2020-07-29,22.161281416217467,24.100000381469727
2020-07-30,23.18792717140509,24.760000228881836
2020-07-31,23.18792717140509,24.459999084472656
2020-08-03,22.837546409664807,24.280000686645508
2020-08-04,21.804127753619156,23.760000228881836
2020-08-05,20.912164272022856,22.989999771118164
2020-08-06,20.912164272022856,22.649999618530273
2020-08-07,21.370552040375838,22.209999084472656
2020-08-10,21.966572733857248,22.1299991607666
2020-08-11,23.645379456314018,24.030000686645508
2020-08-12,22.681797137464446,22.280000686645508
2020-08-13,23.188368700418085,22.1299991607666
2020-08-14,22.442611717602002,22.049999237060547
2020-08-17,21.966572733857248,21.350000381469727
2020-08-18,22.675690172540715,21.510000228881836
2020-08-19,23.188368700418085,22.540000915527344
2020-08-20,23.109265885784033,22.719999313354492
2020-08-21,22.400148447100566,22.540000915527344
2020-08-24,21.370552040375838,22.3700008392334
2020-08-25,20.47858855877954,22.030000686645508
2020-08-26,20.47858855877954,23.270000457763672
2020-08-27,23.188368700418085,24.469999313354492
2020-08-28,21.46000117090361,22.959999084472656
2020-08-31,23.645379456314018,26.40999984741211
2020-09-01,23.669409385497453,26.1200008392334
2020-09-02,22.322956831236443,26.56999969482422
2020-09-03,24.793355996346236,33.599998474121094
2020-09-04,23.531544307620063,30.75
2020-09-08,23.644120698599085,31.459999084472656
2020-09-09,23.531544307620063,28.809999465942383
2020-09-10,24.10298509874077,29.709999084472656
2020-09-11,23.109265885784033,26.8700008392334
2020-09-14,21.966572733857248,25.850000381469727
2020-09-15,21.370552040375838,25.59000015258789
2020-09-16,20.47858855877954,26.040000915527344
2020-09-17,18.1295322726399,26.459999084472656
2020-09-18,18.563107985883217,25.829999923706055
2020-09-21,21.882789039240212,27.780000686645508
2020-09-22,20.990825557643912,26.860000610351562
2020-09-23,21.882789039240212,28.579999923706055
2020-09-24,19.14799853133721,28.510000228881836
2020-09-25,18.339097360608058,26.3799991607666
2020-09-28,19.44208422977904,26.190000534057617
2020-09-29,18.339097360608058,26.270000457763672
2020-09-30,18.76163891756436,26.3700008392334
2020-10-01,19.000505948447458,26.700000762939453
2020-10-02,19.506735208280393,27.6299991607666
2020-10-05,20.912164272022856,27.959999084472656
2020-10-06,20.912164272022856,29.479999542236328
2020-10-07,20.47858855877954,28.059999465942383
2020-10-08,19.9720169958259,26.360000610351562
2020-10-09,20.8639804774222,25.0
2020-10-12,20.757985257473628,25.06999969482422
2020-10-13,21.733494278918535,26.06999969482422
2020-10-14,23.188368700418085,26.399999618530273
2020-10-15,23.645379456314018,26.969999313354492
2020-10-16,22.681797137464446,27.40999984741211
2020-10-19,24.10298509874077,29.18000030517578
2020-10-20,23.669409385497453,29.350000381469727
2020-10-21,24.078955169557336,28.649999618530273
2020-10-22,23.645379456314018,28.110000610351562
2020-10-23,23.645379456314018,27.549999237060547
2020-10-26,25.226931709589554,32.459999084472656
2020-10-27,24.99379816875923,33.349998474121094
2020-10-28,30.202247419593544,40.279998779296875
2020-10-29,30.202247419593544,37.59000015258789
2020-10-30,27.80734565049609,38.02000045776367
2020-11-02,26.856264486889515,37.130001068115234
2020-11-03,25.116266559342385,35.54999923706055
2020-11-04,23.644120698599085,29.56999969482422
