Date,USDJPY=X,"GARCH(1,1) Volatility"
2000-01-31,107.19999694824219,
2000-02-29,110.19000244140625,0.03190907690708214
2000-03-31,102.95999908447266,0.030690750499638982
2000-04-30,108.1500015258789,0.037579908666870984
2000-05-31,107.62999725341797,0.0381145016354528
2000-06-30,106.01000213623047,0.03430612239594387
2000-07-31,109.33000183105469,0.03161589020250892
2000-08-31,106.66999816894531,0.03087040380624702
2000-09-30,108.12999725341797,0.029721851178379374
2000-10-31,108.79000091552734,0.027712646938735822
2000-11-30,110.37000274658203,0.025757236755509862
2000-12-31,114.37999725341797,0.024617864950465862
2001-01-31,116.68000030517578,0.026453085079748993
2001-02-28,117.38999938964844,0.025634174852088923
2001-03-31,126.2300033569336,0.024089613963070418
2001-04-30,123.37999725341797,0.03466700460746428
2001-05-31,119.2300033569336,0.03253085992363763
2001-06-30,124.5,0.03222914931572681
2001-07-31,125.01000213623047,0.033188800684935564
2001-08-31,118.75,0.030184206185902365
2001-09-30,119.4800033569336,0.03355486489927581
2001-10-31,122.4000015258789,0.03052466232774506
2001-11-30,123.44999694824219,0.029237360215666922
2001-12-31,131.6699981689453,0.027069964062960993
2002-01-31,134.8699951171875,0.034207183807830666
2002-02-28,133.4600067138672,0.03213496078036001
2002-03-31,132.6999969482422,0.02957594892045192
2002-04-30,128.52999877929688,0.027297552855460473
2002-05-31,124.05999755859375,0.027993339979147068
2002-06-30,119.5199966430664,0.02905183205036802
2002-07-31,119.77999877929688,0.030128702271912777
2002-08-31,118.43000030517578,0.02765253204633146
2002-09-30,121.83000183105469,0.026008314130075157
2002-10-31,122.44999694824219,0.026296378841490907
2002-11-30,122.47000122070312,0.02459301793250695
2002-12-31,118.69999694824219,0.02318206089356164
2003-01-31,119.91000366210938,0.024945360758228636
2003-02-28,118.08999633789062,0.02370941713475201
2003-03-31,118.01000213623047,0.023224181274244228
2003-04-30,118.81999969482422,0.022103724505669924
2003-05-31,119.30000305175781,0.02133467935727761
2003-06-30,119.66999816894531,0.02065535189808829
2003-07-31,120.55999755859375,0.020113846566718944
2003-08-31,116.88999938964844,0.019828509459646003
2003-09-30,111.29000091552734,0.02260980884190997
2003-10-31,110.0,0.028204851091315757
2003-11-30,109.62000274658203,0.026468914046357855
2003-12-31,107.4000015258789,0.024728186368554127
2004-01-31,105.72000122070312,0.02453100384443867
2004-02-29,109.25,0.023897594136330864
2004-03-31,104.20999908447266,0.025463146414782072
2004-04-30,110.37000274658203,0.02956728253148899
2004-05-31,109.5199966430664,0.03412011016336381
2004-06-30,108.87000274658203,0.031081621734162793
2004-07-31,111.36000061035156,0.028531110190105246
2004-08-31,109.16999816894531,0.027521260174551056
2004-09-30,110.08000183105469,0.026605256685506517
2004-10-31,105.72000122070312,0.02494266503331068
2004-11-30,102.9000015258789,0.02782508397935377
2004-12-31,102.51000213623047,0.027682623706231112
2005-01-31,103.5999984741211,0.025712437364152047
2005-02-28,104.52999877929688,0.02433854907641233
2005-03-31,107.13999938964844,0.02317149296931676
2005-04-30,104.6500015258789,0.02370961133823588
2005-05-31,108.4000015258789,0.024148564274818405
2005-06-30,110.86000061035156,0.02604222476140665
2005-07-31,112.44000244140625,0.025585612320187537
2005-08-31,110.6500015258789,0.024463804418150013
2005-09-30,113.45999908447266,0.023871884363723464
2005-10-31,116.44000244140625,0.024279488084475404
2005-11-30,119.72000122070312,0.024693163887125488
2005-12-31,117.9800033569336,0.025253425940184638
2006-01-31,117.30999755859375,0.024357850853473934
2006-02-28,115.79000091552734,0.023112966855470495
2006-03-31,117.76000213623047,0.022573285876952006
2006-04-30,113.81999969482422,0.022369044175758704
2006-05-31,112.52999877929688,0.02487796353360815
2006-06-30,114.48999786376953,0.023820242484184316
2006-07-31,114.51000213623047,0.023354775928517757
2006-08-31,117.36000061035156,0.02220158581412132
2006-09-30,117.95999908447266,0.022992809943294952
2006-10-31,116.79000091552734,0.021972927741917357
2006-11-30,115.68000030517578,0.021472795953434244
2006-12-31,118.9800033569336,0.02106264407649946
2007-01-31,120.73999786376953,0.022709982413148682
2007-02-28,118.7300033569336,0.02227821845573942
2007-03-31,117.80999755859375,0.022285853587228656
2007-04-30,119.36000061035156,0.021584638361560854
2007-05-31,121.75,0.02129219082725316
2007-06-30,123.16000366210938,0.021725970207511745
2007-07-31,118.41999816894531,0.02128825741291525
2007-08-31,115.7699966430664,0.02520127015301455
2007-09-30,114.73999786376953,0.025145060690521144
2007-10-31,115.38999938964844,0.02388134431700066
2007-11-30,111.76000213623047,0.022686943924454202
2007-12-31,111.6500015258789,0.02472274879029381
2008-01-31,106.2509994506836,0.02329273871746233
2008-02-29,103.7699966430664,0.02872701663269565
2008-03-31,99.8499984741211,0.027947343329655976
2008-04-30,103.94300079345703,0.029547978996187038
2008-05-31,105.5,0.03072485933093116
2008-06-30,106.12000274658203,0.028600252481672795
2008-07-31,107.80999755859375,0.026468536524506293
2008-08-31,108.79000091552734,0.02528096738188659
2008-09-30,106.06999969482422,0.02392089680960297
2008-10-31,98.44000244140625,0.02455001715137498
2008-11-30,95.5,0.03587777040817984
2008-12-31,90.6500015258789,0.03429767589383824
2009-01-31,89.9000015258789,0.036538801347545974
2009-02-28,97.62000274658203,0.033098129311092836
2009-03-31,98.97000122070312,0.042265844600701805
2009-04-30,98.69000244140625,0.038016269348447575
2009-05-31,95.43000030517578,0.03418928550753079
2009-06-30,96.33100128173828,0.033405546866751124
2009-07-31,94.63999938964844,0.030501353783618918
2009-08-31,92.87000274658203,0.028745788338847948
2009-09-30,89.87000274658203,0.02746368309448443
