Date,GBPUSD=X,"GARCH(1,1) Volatility"
2003-12-07,1.7331022024154663,
2003-12-14,1.747304916381836,0.01450763555422679
2003-12-21,1.7651938199996948,0.013934731008069764
2003-12-28,1.7720128297805786,0.013599614381143849
2004-01-04,1.7936897277832031,0.01297628086701746
2004-01-11,1.848087191581726,0.012992892344917014
2004-01-18,1.7990142107009888,0.015635296770372478
2004-01-25,1.8277859687805176,0.01689676353659728
2004-02-01,1.8252837657928467,0.016524912506384104
2004-02-08,1.8475067615509033,0.015405841447174261
2004-02-15,1.8852983713150024,0.014961244455854018
2004-02-22,1.8619892597198486,0.015484682346834318
2004-02-29,1.8695082664489746,0.01501583852337214
2004-03-07,1.8453929424285889,0.01417569249339222
2004-03-14,1.804109811782837,0.013991758855940591
2004-03-21,1.8341892957687378,0.015016908431590025
2004-03-28,1.8176862001419067,0.015075688103536542
2004-04-04,1.8280866146087646,0.014433525652457545
2004-04-11,1.8337857723236084,0.013745563112630164
2004-04-18,1.796299695968628,0.013077628271373118
2004-04-25,1.7732068300247192,0.014045367351831468
2004-05-02,1.7785998582839966,0.013882176851128332
2004-05-09,1.7891968488693237,0.013190663252199768
2004-05-16,1.758612871170044,0.012718433820732265
2004-05-23,1.7896130084991455,0.013307439331973462
2004-05-30,1.8329116106033325,0.013848360522436605
2004-06-06,1.8389114141464233,0.015180427059050325
2004-06-13,1.8177852630615234,0.014294565143720302
2004-06-20,1.8392833471298218,0.013965621310792204
2004-06-27,1.826083779335022,0.013753542003138275
2004-07-04,1.8295917510986328,0.01322639565032529
2004-07-11,1.861816167831421,0.01261609266008227
2004-07-18,1.8727995157241821,0.013318716569680915
2004-07-25,1.833012580871582,0.012821951326110307
2004-08-01,1.822090983390808,0.013978205764772229
2004-08-08,1.8400956392288208,0.013355259344383285
2004-08-15,1.8427064418792725,0.013098668221237373
2004-08-22,1.8192071914672852,0.01250140684039224
2004-08-29,1.7902858257293701,0.012635682777108012
2004-09-05,1.7760096788406372,0.01309278490635065
2004-09-12,1.8001152276992798,0.01272523009247089
2004-09-19,1.7917935848236084,0.012926983679822446
2004-09-26,1.8048911094665527,0.012424752904155028
2004-10-03,1.799111247062683,0.012161475109616333
2004-10-10,1.7952033281326294,0.011745570319916536
2004-10-17,1.8045982122421265,0.01137963926861704
2004-10-24,1.8292906284332275,0.011194764207084026
2004-10-31,1.8381000757217407,0.011752415504247807
2004-11-07,1.8572860956192017,0.011479781497118991
2004-11-14,1.8572860956192017,0.011638418450009699
2004-11-21,1.8600844144821167,0.011274759374130368
2004-11-28,1.8935091495513916,0.01098867493514708
2004-12-05,1.944088101387024,0.012161756534333663
2004-12-12,1.9132896661758423,0.014415438397062573
2004-12-19,1.9420114755630493,0.014483028552039406
2004-12-26,1.9218941926956177,0.014472752447498691
2005-01-02,1.9197911024093628,0.014024411123766779
2005-01-09,1.8712925910949707,0.013273058743807737
2005-01-16,1.8705923557281494,0.014965752588308045
2005-01-23,1.8771939277648926,0.01406888491557033
2005-01-30,1.8887882232666016,0.013360767253787433
2005-02-06,1.8732906579971313,0.01287029272739082
2005-02-13,1.869892954826355,0.01255696493230244
2005-02-20,1.8945133686065674,0.01204760594614105
2005-02-27,1.9196068048477173,0.012352909397610764
2005-03-06,1.923298716545105,0.012600043950059451
2005-03-13,1.9264110326766968,0.01209237803726817
2005-03-20,1.9228180646896362,0.011665130429087915
2005-03-27,1.8717128038406372,0.011308389618016388
2005-04-03,1.884090781211853,0.013869789005906966
2005-04-10,1.8864009380340576,0.013315657371181528
2005-04-17,1.8931864500045776,0.012681113155205903
2005-04-24,1.9139854907989502,0.012200946722619748
2005-05-01,1.9094902276992798,0.01225953899261069
2005-05-08,1.8916107416152954,0.011808399778633419
2005-05-15,1.8496938943862915,0.01177796122300195
2005-05-22,1.8288891315460205,0.0133754993378267
2005-05-29,1.824784278869629,0.013196540168330198
2005-06-05,1.815211534500122,0.012588766863679714
2005-06-12,1.8128092288970947,0.012168029438576306
2005-06-19,1.831501841545105,0.011718377387535773
2005-06-26,1.8240852355957031,0.011815937202410545
2005-07-03,1.7689095735549927,0.011485138315608419
2005-07-10,1.738586187362671,0.014737570810446455
2005-07-17,1.7509149312973022,0.014886462553087057
2005-07-24,1.7390094995498657,0.014190345920029022
2005-07-31,1.7582108974456787,0.013571575931768743
2005-08-07,1.778789758682251,0.013367062166591726
2005-08-14,1.815112590789795,0.013258348855820246
2005-08-21,1.7951065301895142,0.01418411095881991
2005-08-28,1.8006014823913574,0.013837489011826224
2005-09-04,1.8422991037368774,0.0131535347966995
2005-09-11,1.8394863605499268,0.014513749966836426
2005-09-18,1.8087108135223389,0.013690848913059599
2005-09-25,1.7756942510604858,0.014013905257072157
2005-10-02,1.7646021842956543,0.014455136959725856
2005-10-09,1.7608113288879395,0.01376783122566838
2005-10-16,1.7689095735549927,0.013067622570913614
2005-10-23,1.7686907052993774,0.01255737270514712
2005-10-30,1.773710012435913,0.012037600239852618
2005-11-06,1.7500874996185303,0.011645436663384044
2005-11-13,1.7407954931259155,0.012025071762508457
2005-11-20,1.7157073020935059,0.011705800269840453
2005-11-27,1.7157073020935059,0.012197357994907548
2005-12-04,1.733913540840149,0.011737904574241726
2005-12-11,1.7551865577697754,0.011858111631243846
2005-12-18,1.772986888885498,0.012111479875278778
2005-12-25,1.7334026098251343,0.012114473698333421
2006-01-01,1.7206965684890747,0.01364171586320092
2006-01-08,1.7707891464233398,0.013141721814929074
2006-01-15,1.7774933576583862,0.01551148406116201
2006-01-22,1.7710086107254028,0.014589276683589215
