date,Expected Return,1M return,3M return,6M return
2007-01-31,-0.0243532287486308,,,
2007-02-28,-0.0243532287486308,0.0,,
2007-03-31,-0.0243532287486308,-1.105416306574007,,
2007-04-30,-0.0243532287486308,-0.43284965025747635,-1.0597868951420133,
2007-05-31,-0.0243532287486308,1.8679924461681754,-1.1714683636471428,
2007-06-30,-0.0243532287486308,-3.961626094107797,-5.817330416853735,
2007-07-31,-0.0243532287486308,0.8432853094889423,-16.65672029008175,-0.0639333057490512
2007-08-31,-0.0243532287486308,-1.0132521290965077,-0.9276550122057363,-1.012404876675155
2007-09-30,-0.0243532287486308,37.65832060346334,-1.9443243823953456,3.5491225706897156
2007-10-31,-0.0243532287486308,-1.1279576367403084,-0.9344466558348142,-2.0263503736737762
2007-11-30,-0.0243532287486308,6.95445413790501,-40.34772035126658,-3.846610348544479
2007-12-31,-0.0243532287486308,-1.0690752108432227,-0.9296929603501606,-1.0663926517953797
2008-01-31,-0.0243532287486308,-11.164423858414475,4.584899576425224,-0.6338911559385969
2008-02-29,-0.0243532287486308,-0.9210851904989528,-0.9445931451089926,-3.180133431794564
2008-03-31,-0.0243532287486308,-3.7002523304935484,1.1659360459185586,-0.8477194485405875
2008-04-30,-0.0243532287486308,4.371001385018906,-2.1445061387183824,-7.3919518493443634
2008-05-31,-0.0243532287486308,-0.2435156877155985,-11.971336618916403,-1.6078872560046964
2008-06-30,-0.0243532287486308,-3.4108089342658157,-10.79530543980196,-22.216005132849205
2008-07-31,-0.0243532287486308,-1.1228614963142898,-0.7759326805339606,-1.256446422615055
2008-08-31,-0.0243532287486308,1.3671527949934483,-0.2988597741848219,-8.692445434481378
2008-09-30,-0.0243532287486308,-10.090908800866043,1.6439265919866584,-26.89806852892397
2008-10-31,-0.0243532287486308,-0.426519898151143,-13.341045296849924,-3.7652249390741344
2008-11-30,-0.0243532287486308,-1.1479036144139276,-0.22891111680217546,-0.45935856631110383
2008-12-31,-0.0243532287486308,2.5909439015042284,-1.3045830712077051,-1.8052952814350172
2009-01-31,-0.0243532287486308,-1.4377539658075271,-0.7675029231020302,-3.8692569573830458
2009-02-28,-0.0243532287486308,-0.7216921379247581,-1.4374860253863002,-1.3373406107297774
2009-03-31,-0.0243532287486308,-2.415896507279261,-0.8275008041566814,-1.0525403348508173
2009-04-30,-0.0243532287486308,2.6301003557828335,-2.430459667105354,-1.3325776912224379
2009-05-31,-0.0243532287486308,0.19981789692054086,-7.166879715931253,1.6979236959581598
2009-06-30,-0.0243532287486308,-0.5720840789176433,0.8637704099699051,-0.6785011030436192
2009-07-31,-0.0243532287486308,-0.8163658893652294,-0.9057183581393252,-1.1348660860301671
2009-08-31,-0.0243532287486308,-1.2127747599914935,-1.0167198320428434,-0.8968908069212117
2009-09-30,-0.0243532287486308,-5.42905398500937,-0.8269448854561534,-0.677464998219226
2009-10-31,-0.0243532287486308,-13.898371928852724,-13.155308313150053,-2.146022425086497
2009-11-30,-0.0243532287486308,-2.015166981026532,-58.9940385983778,-0.03034941514894618
2009-12-31,-0.0243532287486308,-0.4266081602649786,6.507993489837163,0.2992966733782252
2010-01-31,-0.0243532287486308,-2.174478353483676,-0.31634970052422395,-9.309980168505424
2010-02-28,-0.0243532287486308,-2.533535533436491,0.032738501433982714,-60.89267651419324
2010-03-31,-0.0243532287486308,-0.529004505825758,-0.15168799566375168,5.369121005907268
2010-04-30,-0.0243532287486308,-3.5886313421988243,0.8697381998354892,0.2782470802588306
2010-05-31,-0.0243532287486308,0.7922155299260172,-3.1851295686197116,-3.256667436135406
2010-06-30,-0.0243532287486308,-0.830511963095488,-1.7863203057105,-1.6670449545875659
2010-07-31,-0.0243532287486308,-5.15000435603857,-2.2606015544756226,-3.35699488117507
2010-08-31,-0.0243532287486308,-1.33948877844049,-0.761211709929342,-1.5217833532735354
2010-09-30,-0.0243532287486308,-1.8313572282882342,-2.171282496431725,-0.07899678933244825
2010-10-31,-0.0243532287486308,0.16931570666177365,-0.6699764861637412,-1.416028154555495
2010-11-30,-0.0243532287486308,-2.046377422751037,0.01720344172070898,-0.7571037294975236
2010-12-31,-0.0243532287486308,-3.2283948588766838,1.7265426255200769,-4.193551653046666
2011-01-31,-0.0243532287486308,-1.407708396387791,-1.9506708198654943,-1.3137437244736074
2011-02-28,-0.0243532287486308,-1.602501383662676,-1.5473937720013016,-1.556810828856205
2011-03-31,-0.0243532287486308,-0.44980792452327045,-0.8648481375189269,-0.6315026860269266
2011-04-30,-0.0243532287486308,4.070179713386198,-2.6807214113052735,0.5978128020510747
2011-05-31,-0.0243532287486308,-1.2815712806923172,-1.7854635575960445,-0.5700421404379397
2011-06-30,-0.0243532287486308,0.4593170652415155,-3.0833458437801506,-1.2815680709790902
2011-07-31,-0.0243532287486308,6.6304228111371435,-4.135354277067803,4.269657065495422
2011-08-31,-0.0243532287486308,-0.5226093144249302,4.315843732961244,-5.175401530116376
2011-09-30,-0.0243532287486308,0.4215855591299633,4.178399448181986,-11.788396967803369
2011-10-31,-0.0243532287486308,-1.8437775743112983,-1.57263108917431,0.7954013346246673
2011-11-30,-0.0243532287486308,-0.7617500403027064,-1.285781306673071,-2.51916876807552
2011-12-31,-0.0243532287486308,1.1953103762488175,-1.4413231858245,-3.285347741943507
2012-01-31,-0.0243532287486308,0.06923060281798121,-0.440757528544376,-1.320239625542167
2012-02-29,-0.0243532287486308,-0.692994635328197,-0.27936844519371995,-1.2059430273623855
2012-03-31,-0.0243532287486308,2.0599696817174284,0.004464213012119522,-1.4432933465332076
2012-04-30,-0.0243532287486308,-1.6695913311843105,-1.629032247809953,-1.3517815488905247
2012-05-31,-0.0243532287486308,2.7849642116530924,-8.755123590369767,-6.588586770643025
2012-06-30,-0.0243532287486308,-1.7200221514906144,0.8248091822529686,0.8329555191490172
2012-07-31,-0.0243532287486308,-1.3733568921249466,0.017493885116470542,-1.6400364656876958
2012-08-31,-0.0243532287486308,-1.7120632568049636,-1.191420570737374,0.48449018380745335
2012-09-30,-0.0243532287486308,0.29137915945947657,-0.656682040642321,-0.3735102353317561
2012-10-31,-0.0243532287486308,-2.8318799550306775,0.6844935803110801,0.7139619174844742
2012-11-30,-0.0243532287486308,-1.8044451896346472,0.9030370472027514,-1.3642804377099176
2012-12-31,-0.0243532287486308,-1.9230216315084119,-2.360208074648857,-1.466983860490283
2013-01-31,-0.0243532287486308,-2.531987553110488,-2.1375318749898833,-2.916165140819685
2013-02-28,-0.0243532287486308,-1.4150115643291825,-1.5868502776780442,-2.11679781958254
2013-03-31,-0.0243532287486308,-3.1033788047222726,-2.3373125758668953,0.8190233640236131
2013-04-30,-0.0243532287486308,-1.3563821149913555,-1.311095402325119,-0.6461190636923753
2013-05-31,-0.0243532287486308,2.1846185280747643,1.3872110259019648,-2.4009354534266567
2013-06-30,-0.0243532287486308,-0.8329164827170447,-1.1896299486373392,-0.7464054849262929
2013-07-31,-0.0243532287486308,-6.88701831657118,-4.132466344517727,-0.025504122282362873
2013-08-31,-0.0243532287486308,-2.3086721974146007,0.2872410237735876,2.0729159649456417
2013-09-30,-0.0243532287486308,-1.0910650236360804,-1.7015810785019438,-0.8669592161187474
2013-10-31,-0.0243532287486308,6.122909795637796,-0.15113246336793484,-3.659048989453613
2013-11-30,-0.0243532287486308,-0.9788196982666112,-1.0137385592763912,-1.017684837108116
2013-12-31,-0.0243532287486308,-1.4014675168137727,-1.0605675489563733,-0.9575069536809683
2014-01-31,-0.0243532287486308,233.15277516597538,-2.9910486135625725,-2.6901365319095496
2014-02-28,-0.0243532287486308,-1.7007548391241083,64.87427169112786,-1.9050175864176582
2014-03-31,-0.0243532287486308,-0.9642177202579957,-6.871288507125038,-0.644390445907712
2014-04-30,-0.0243532287486308,2.9505343175658045,-1.0990580902544758,-0.8027705267366698
2014-05-31,-0.0243532287486308,3.4264819638823587,-0.3742763868229094,40.21908729798185
2014-06-30,-0.0243532287486308,-1.0994894306473213,-2.739768580046499,9.214683269084256
2014-07-31,-0.0243532287486308,30.18205512068469,-14.732208202578567,0.36028631952428025
2014-08-31,-0.0243532287486308,-1.6166199721901982,0.9129308351586107,0.19696599393331526
2014-09-30,-0.0243532287486308,-2.2173612463298835,22.406786534809186,-41.72239177311649
2014-10-31,-0.0243532287486308,-1.4004928576850308,-1.3006296663984407,3.128309170855127
2014-11-30,-0.0243532287486308,-0.643089430240173,-0.8259902202975062,-0.6671313267879426
2014-12-31,-0.0243532287486308,-9.826077925047048,0.26160076148694755,28.5300197162777
2015-01-31,-0.0243532287486308,-0.7906544911342566,-1.65946357926464,-0.8017456841637496
2015-02-28,-0.0243532287486308,-4.94688442411483,6.292657460444844,0.2689937181377553
2015-03-31,-0.0243532287486308,-1.401747016642142,-0.6680514943322169,-0.5812135124750704
2015-04-30,-0.0243532287486308,-1.3310894685592416,-1.5249916987761334,-0.6537870952408673
2015-05-31,-0.0243532287486308,0.00825706061134035,-0.8658874874016381,-0.021963384460553015
2015-06-30,-0.0243532287486308,-7.500293883887177,1.1699495186853057,-0.27968849989788735
2015-07-31,-0.0243532287486308,-2.056637848961417,5.925169809103262,-4.635656662394313
2015-08-31,-0.0243532287486308,-5.015104272308572,-28.577569226377218,-4.698497100304712
2015-09-30,-0.0243532287486308,-1.1027222121006295,-1.4358001293316425,-1.9456642808861915
2015-10-31,-0.0243532287486308,1.7843889571129177,0.14839447480715307,6.952826745875493
2015-11-30,-0.0243532287486308,-1.182745537446306,-0.9477313784983383,-2.4414415278293844
