date,Expected Return,1M return,3M return,6M return
2015-12-31,-0.0243532287486308,0.8333128027683563,-1.9328530901201502,-0.5934625026782162
2016-01-31,-0.0243532287486308,-0.1525491014350222,-1.2839212486574223,-1.3260535932385316
2016-02-29,-0.0243532287486308,-0.8414481746135072,-0.7536671326167229,-0.9871245205913245
2016-03-31,-0.0243532287486308,-19.536055565951628,-3.490595009559614,1.323359250905511
2016-04-30,-0.0243532287486308,-1.3905995685285888,0.14794301092932405,-1.3259254130506146
2016-05-31,-0.0243532287486308,-1.7666789139508148,-6.550889740634293,-2.3673665863388607
2016-06-30,-0.0243532287486308,-2.0551225493063527,-1.31597169706455,-0.21304246812894956
2016-07-31,-0.0243532287486308,-3.3705472689495872,-2.917631006002795,-3.2013311108822773
2016-08-31,-0.0243532287486308,-1.5428153829026772,-2.3576995399879124,6.536440447382801
2016-09-30,-0.0243532287486308,-1.0741839885042908,-1.0954576955377915,-0.9698380699430529
2016-10-31,-0.0243532287486308,-30.283642553485386,-2.1791998715751273,1.2612702360069776
2016-11-30,-0.0243532287486308,-1.7707498553487824,-2.674359568779548,1.2732772163063517
2016-12-31,-0.0243532287486308,-1.2436118780522833,-6.498408582622981,-0.4751345875775961
2017-01-31,-0.0243532287486308,-3.741312647178888,-1.5147193338182352,-0.3930430276643021
2017-02-28,-0.0243532287486308,-1.5312233073734196,-1.3547595954542635,-0.40600487673479246
2017-03-31,-0.0243532287486308,-1.5488281865346654,-1.7992305916509888,3.3944963446286405
2017-04-30,-0.0243532287486308,1.9434843570209646,-0.14182618075384412,-1.4417186565426319
2017-05-31,-0.0243532287486308,-0.6975912238675861,-1.4885314533172056,-0.8266887792545048
2017-06-30,-0.0243532287486308,-2.9520179800850475,-2.737560504560622,0.3887115100893763
2017-07-31,-0.0243532287486308,-2.1125147757810256,-0.3432743304626783,-0.4364152239761677
2017-08-31,-0.0243532287486308,-1.3908592740362227,-1.8488090911882653,-0.5853300610929402
2017-09-30,-0.0243532287486308,-4.17074480400871,-2.378756262974221,1.3956724279596049
2017-10-31,-0.0243532287486308,-1.6908226467900074,-1.8561468769684235,-1.5622536309993749
2017-11-30,-0.0243532287486308,0.5337350534110163,2.3595274905851378,-3.8515974761055642
2017-12-31,-0.0243532287486308,-1.196905147645084,-0.7913713346734642,-1.287648078954914
2018-01-31,-0.0243532287486308,-11.643125876928417,2.2142274966281694,-3.751850833104241
2018-02-28,-0.0243532287486308,1.0579735476550831,3.312866912375206,13.489194955359547
2018-03-31,-0.0243532287486308,-0.9870280240163435,-1.2841287121090397,-1.0592773939882565
2018-04-30,-0.0243532287486308,-34.46465465727351,-1.8933718663946655,-3.8715004176797616
2018-05-31,-0.0243532287486308,-0.8448502744570493,-1.0673509142218365,-1.2904755294655792
2018-06-30,-0.0243532287486308,-2.3627735013283377,6.075563607841692,-3.010370775341651
2018-07-31,-0.0243532287486308,-5.736785098871345,0.0015171113220004973,-1.8947272109679298
2018-08-31,-0.0243532287486308,-1.0115406203124568,-1.074496610791594,-0.9949825851567579
2018-09-30,-0.0243532287486308,-25.60933584416769,-2.3452801308769207,-10.518615136385247
2018-10-31,-0.0243532287486308,-14.062464298380108,-4.7098313126105324,-4.715459539697607
2018-11-30,-0.0243532287486308,-1.1980255973242235,-64.65702551177775,3.74223265370148
2018-12-31,-0.0243532287486308,-3.7327011499602545,-8.068684336733575,8.509360589648583
2019-01-31,-0.0243532287486308,-1.8559305459435524,-1.4631823448653032,0.7183283664296727
2019-02-28,-0.0243532287486308,-0.689713572322266,-0.27423930495034743,-47.19976708022128
2019-03-31,-0.0243532287486308,-0.3298396854095388,-1.1779836099966294,0.25810995617847254
2019-04-30,-0.0243532287486308,-0.4055635384133913,-0.8763919013660428,-1.057253088969618
2019-05-31,-0.0243532287486308,-10.900639478894096,-4.944095236152061,-3.8624692999317434
2019-06-30,-0.0243532287486308,-1.4553599639097583,1.6799304961655146,-1.4769837042475968
2019-07-31,-0.0243532287486308,-1.3554672741609237,-2.602572604429466,-1.198090952556395
2019-08-31,-0.0243532287486308,1.5725770668819896,-0.5835883592209038,-2.642367168675097
2019-09-30,-0.0243532287486308,-1.8136798342303027,-0.25591667758509684,0.994091587427856
2019-10-31,-0.0243532287486308,0.2881502553199027,-3.6964257793085045,3.3212180837971825
2019-11-30,-0.0243532287486308,-0.7559385373111827,-1.2558110418544193,-1.1065226956680088
2019-12-31,-0.0243532287486308,-3.025249429708668,-1.6367137845058182,-1.4737681082024559
2020-01-31,-0.0243532287486308,2.9948710245843873,-2.974606175150025,4.32437899465629
2020-02-29,-0.0243532287486308,2.0745761472532678,-25.87519733533681,5.363350146686783
2020-03-31,-0.0243532287486308,-0.7034234856224063,2.6427114665230333,-3.3193646037126197
2020-04-30,-0.0243532287486308,-2.081623382301644,-1.986275119502646,0.9475049413667533
2020-05-31,-0.0243532287486308,-0.4631190235926015,-1.1722228768469287,3.284078047226763
2020-06-30,-0.0243532287486308,-1.5459021842733707,-0.6829929542806539,0.1547652004104536
2020-07-31,-0.0243532287486308,-2.8483329020315935,-0.4582822797968181,-1.5342827092300944
2020-08-31,-0.0243532287486308,-1.4063552561063637,-1.410016097801684,-0.9293858480830423
2020-09-30,-0.0243532287486308,-1.0189977635956362,-1.014268836287603,-1.0045233216373861
2020-10-31,-0.0243532287486308,-292.69900222510944,-3.2518699436840297,-2.2198778520865803
2020-11-30,-0.0243532287486308,-2.0388852135435096,-6.757116100164445,1.3605102779806746
2020-12-31,-0.0243532287486308,-1.2309079771123945,-70.97476445046054,-0.0015415417927976405
2021-01-31,-0.0243532287486308,3.288613170852914,0.028782046426016894,-3.316683368948495
2021-02-28,-0.0243532287486308,-1.3417646610868559,-0.6615590030107745,-2.9484441127223766
2021-03-31,-0.0243532287486308,0.969327976206809,-3.886436978059819,200.97774764083496
2021-04-30,-0.0243532287486308,-0.8668808683906446,-1.0895953933490434,-1.0921741321199727
2021-05-31,-0.0243532287486308,1.4411845119740683,-0.3600307126770953,-0.7834081563559521
2021-06-30,-0.0243532287486308,-0.4418079584006601,-0.8186052463745974,-1.5235845244904125
2021-07-31,-0.0243532287486308,-3.743639403512157,-4.738619592993633,-0.6650369069832949
2021-08-31,-0.0243532287486308,-1.6337993558118917,-0.029350432938413107,-0.3788140883273102
2021-09-30,-0.0243532287486308,-5.188216545844192,-8.282960475996594,-2.3210908212069468
2021-10-31,-0.0243532287486308,-1.7357123022440886,-2.952940175771322,6.301300405083093
2021-11-30,-0.0243532287486308,-3.2608647601658314,-7.966453313063787,-7.761984892280123
2021-12-31,-0.0243532287486308,-1.5454894664535883,-1.9073377317578575,5.608104838772877
2022-01-31,-0.0243532287486308,-2.2052178811468943,-2.4863685916604785,1.9027889386583872
2022-02-28,-0.0243532287486308,-0.5151768740925955,-0.6812609583925034,-3.2204806524093206
2022-03-31,-0.0243532287486308,-2.484555416709382,-0.13254828949950748,-1.7870716674149905
2022-04-30,-0.0243532287486308,-2.9634086105481003,0.41315706004179353,-3.100472269129383
2022-05-31,-0.0243532287486308,-1.345658183602706,-2.0075206326124766,-1.3211361608386794
2022-06-30,-0.0243532287486308,-1.4457341879355368,-1.302505643070739,-1.262409037517764
2022-07-31,-0.0243532287486308,-3.6715195096496784,-1.4116054716786641,-1.5816631782545367
2022-08-31,-0.0243532287486308,-1.828022146605804,-1.9859984874704808,-0.006586180148796195
2022-09-30,-0.0243532287486308,0.04425440358119359,1.3099714815107566,-1.698779408489479
2022-10-31,-0.0243532287486308,-1.8167304364212482,-0.29380114597691465,-1.2906753124091042
2022-11-30,-0.0243532287486308,0.12813586664711796,-1.9621581493614493,-0.05131352002221412
2022-12-31,-0.0243532287486308,-1.2586244861243379,-0.7617078212975896,-0.449551862930367
2023-01-31,-0.0243532287486308,-2.977815800108705,-0.4229454235291028,-0.5924847193874756
2023-02-28,-0.0243532287486308,-1.6396979829137397,-1.3272129355275988,-0.6851694075056383
2023-03-31,-0.0243532287486308,-2.2111473573802076,-2.5323494233038026,-1.3651468826124453
