Date,Log Returns,"GARCH(1,1) Log Returns"
2000-09-10,-0.013447457918634775,-0.9521532274135407
2000-09-17,-0.0036656934183376677,-0.31262847120985887
2000-09-24,-0.001837898045138786,-0.1969729514960123
2000-10-01,0.0066007512513390765,0.3543569275347008
2000-10-08,-0.015841253567759672,-1.1260879920041893
2000-10-15,0.011445597380105532,0.6633721639705956
2000-10-22,-0.004414950791495897,-0.3634487549667499
2000-10-29,-0.025393516184286646,-1.7362034346141157
2000-11-05,0.0007561898546777357,-0.02711115885167826
2000-11-12,-0.00037802344945347954,-0.09818164046749957
2000-11-19,0.004526647410322937,0.21023853359798625
2000-11-26,0.002255548271811847,0.0676068362613383
2000-12-03,0.008972114070919801,0.5027486437574321
2000-12-10,0.012941574011772872,0.7634021571283759
2000-12-17,-0.006634813466545708,-0.5074293282652761
2000-12-24,0.012130339050037797,0.7118880405036314
2000-12-31,-0.006230594350675744,-0.4829384426569598
2001-01-07,-0.014815085785141235,-1.0467653190680153
2001-01-14,-0.0154167601297166,-1.0687129957809745
2001-01-21,0.0015145550428323773,0.020073074659599895
2001-01-28,-0.005691535263408376,-0.44142326609052074
2001-02-04,0.016229902806401242,0.97013591655966
2001-02-11,-0.027326224803613464,-1.819214747503263
2001-02-18,-0.006562392473385081,-0.46328851670722315
2001-02-25,0.010402643058635697,0.5549627715506892
2001-03-04,0.004588964867730638,0.2058967548659706
2001-03-11,0.03265436234412267,1.9354593598791914
2001-03-18,-0.048033365588016075,-2.8126069025045015
2001-03-25,0.013087153132538276,0.5820190933789944
2001-04-01,-0.013862394283889579,-0.7470322337997093
2001-04-08,0.008109741794439351,0.34540235698288124
2001-04-15,0.0003845649051124056,-0.04136301327777189
2001-04-22,0.01790858204315171,0.8684167655557701
2001-04-29,-0.0034045575826517904,-0.23937850204876399
2001-05-06,0.008301980539427767,0.37655730417579236
2001-05-13,0.006741552847182142,0.29857502385643214
2001-05-20,0.07026119864016778,3.782216737904697
2001-05-27,-0.03361363762245251,-1.4713105023371649
2001-06-03,-0.04226239903032614,-1.7855981326772887
2001-06-10,0.025936986210219892,0.9655199852355175
2001-06-17,-0.008079300887942509,-0.36319423656494837
2001-06-24,0.004047753772949747,0.11427364009209351
2001-07-01,-0.006262616558188938,-0.3070541545485602
2001-07-08,-0.017521462997380333,-0.7889607783402784
2001-07-15,0.0045028676721683425,0.14066470816028673
2001-07-22,0.010428354443004828,0.4027520362882225
2001-07-29,-0.00930585556754071,-0.4678403973991685
2001-08-05,0.001868111925320548,0.030445461788832697
2001-08-12,0.0221493002175448,0.9740293935134295
2001-08-19,0.019523375260030562,0.8512462066000739
2001-08-26,-0.02464781514202663,-1.2062992663109757
2001-09-02,0.006948259505298537,0.26484635380975435
2001-09-09,-0.004748822779924389,-0.2798774189931375
2001-09-16,0.06073233168561565,2.861881530949733
2001-09-23,0.005840874436168875,0.19103021686336735
2001-09-30,0.001711450051309349,0.021691897311845818
2001-10-07,-0.0034258341861521657,-0.20012191815434652
2001-10-14,-0.02255865273511315,-1.0533790533000493
2001-10-21,-0.01699151602395066,-0.8035113103481852
2001-10-28,-0.007885389271085508,-0.40445651198801047
2001-11-04,0.006813703818211891,0.2552046681121677
2001-11-11,-0.008614532725525592,-0.4558909117674584
2001-11-18,-0.009780848339242532,-0.5193585512821018
2001-11-25,-0.006574232190009077,-0.37357400721695594
2001-12-02,0.003657648636394839,0.12052497786145808
2001-12-09,0.0,-0.05993541625916867
2001-12-16,0.014858059705342264,0.6985619587608578
2001-12-23,0.0,-0.06172980293743434
2001-12-30,-0.0054102927282473345,-0.3476917192570347
2002-01-06,0.00864245178680978,0.39836796884460723
2002-01-13,0.03002167965871827,1.565920843021519
2002-01-20,-0.015074738730489479,-0.8483840393800869
2002-01-27,-0.015305578575246948,-0.8619337715665442
2002-02-03,0.025497175717671183,1.2705915128645227
2002-02-10,0.059389799679700594,2.981682135496013
2002-02-17,-0.01694676262408823,-0.7846124525095935
2002-02-24,-0.01757983622916548,-0.8195096303163738
2002-03-03,0.016238474859105345,0.6614632671331915
2002-03-10,-0.026867774338695583,-1.2508693417351098
2002-03-17,-0.0006896972929650858,-0.08285065448198892
2002-03-24,0.02520567407066654,1.0803898689627847
2002-03-31,0.017670132580088094,0.7372227920035659
2002-04-07,-0.008296048739905082,-0.429260755524134
2002-04-14,0.006642335811659628,0.25100658294750744
2002-04-21,0.0006617528086385605,-0.025236869058259885
2002-04-28,0.030300472179363602,1.4034234329238677
2002-05-05,0.0019237135971117425,0.03411115517586744
2002-05-12,-0.003851135002133077,-0.24261595030110264
2002-05-19,-0.001286981813921173,-0.12192414483581634
2002-05-26,0.03106426577921706,1.4977890398847749
2002-06-02,0.018859752571955823,0.8561367806276085
2002-06-09,-0.005836274832804911,-0.34213270581909155
2002-06-16,-0.01708912147220154,-0.9067160483039972
2002-06-23,0.01708912147220154,0.7885010592631114
2002-06-30,-0.03479431381070519,-1.795964522830349
2002-07-07,-0.008328062640032385,-0.4492889297654953
2002-07-14,0.01500431087817855,0.662935224716167
2002-07-21,0.0259591990223349,1.202332141660584
2002-07-28,-0.0653827605360835,-3.1874024161477608
2002-08-04,0.011795700789823726,0.41938913733284494
2002-08-11,0.02318201708547285,0.8896027289194154
2002-08-18,-0.001592610562964225,-0.11358215561720639
2002-08-25,-0.022567043188289837,-0.9930372578182513
2002-09-01,0.018414287506613114,0.7198545677634518
2002-09-08,0.023724029447994788,0.9536195301493866
2002-09-15,-0.010369261150793285,-0.49074091099864564
2002-09-22,0.01660175261862573,0.6662853683460302
