Date,Log Returns,"GARCH(1,1) Log Returns"
2003-12-14,0.007523214394717592,0.5541835632291378
2003-12-21,0.008595280031398839,0.655934315465625
2003-12-28,0.0037846263520615597,0.3040619690830131
2004-01-04,0.011993857402204877,0.9853798639611409
2004-01-11,0.021775683979857435,1.7810844311624177
2004-01-18,-0.036500846792408226,-2.6761354385606464
2004-01-25,0.014813273038690122,0.8669247365246241
2004-02-01,-0.009181108809181243,-0.5327865012192811
2004-02-08,0.018434519846182856,1.1426416545445752
2004-02-15,0.0021995675649544855,0.14263996680496663
2004-02-22,-0.01471928404071074,-0.9374257957882811
2004-02-29,-0.0038304406363356136,-0.23928164815154032
2004-03-07,-0.010143553614368833,-0.6847196017936722
2004-03-14,-0.011705536612651224,-0.8157866391426556
2004-03-21,0.0036739533330057417,0.2747958231358384
2004-03-28,-0.011648798077381867,-0.870304669363219
2004-04-04,0.0001697517102727808,0.024204190507631226
2004-04-11,-0.0035475734344849463,-0.2750782014870015
2004-04-18,-0.006901394378339976,-0.5731793424681966
2004-04-25,-0.012820608975593228,-1.1117042465314009
2004-05-02,0.0111536770229623,0.9774746669582026
2004-05-09,-0.008626422608207035,-0.7338349282381696
2004-05-16,0.00016635721387023295,0.02761648950288906
2004-05-23,0.01221771402718197,1.1492114997617264
2004-05-30,0.015674550252284092,1.4422689008956238
2004-06-06,0.004653589999697699,0.41446971960270385
2004-06-13,-0.021410008953803433,-1.9134984160488973
2004-06-20,0.010763038102360956,0.8704361283520785
2004-06-27,0.00476004369288055,0.39623097277941266
2004-07-04,0.008812700846269894,0.7557989277869891
2004-07-11,0.008729571786275231,0.7643146829091725
2004-07-18,0.002972602109686945,0.27380419083612745
2004-07-25,-0.029323142614685244,-2.6823984662196785
2004-08-01,-0.006630780913739559,-0.4674770015498518
2004-08-08,0.024005574116018197,1.8167396820509671
2004-08-15,0.00550450118728496,0.3835495091871613
2004-08-22,-0.004371550410146446,-0.3007823618670117
2004-08-29,-0.02481406699958319,-1.845588942310596
2004-09-05,0.0029131190586694222,0.20566174605369747
2004-09-12,0.01791658772399904,1.2810152259299528
2004-09-19,-0.00743424855008834,-0.5020247850200492
2004-09-26,0.007679767419223299,0.5618998108707226
2004-10-03,0.011258772384161508,0.8500593497167649
2004-10-10,-0.0003972204989960426,-0.01901555616398146
2004-10-17,0.005537800130020282,0.4538622740079683
2004-10-24,0.0168504840695039,1.4142988569273738
2004-10-31,0.00792512990550065,0.6397526848515612
2004-11-07,0.013587474672665328,1.1222281611557208
2004-11-14,0.00023339066785027507,0.030585856829798107
2004-11-21,0.005305831775528402,0.4631320690750901
2004-11-28,0.019446443083715126,1.73108594003351
2004-12-05,0.012778047215447397,1.040452460123117
2004-12-12,-0.01874297663007901,-1.4905538523553707
2004-12-19,0.007308634459082641,0.5639126221514023
2004-12-26,0.01676768532106071,1.3267228407482465
2005-01-02,0.001992022980982888,0.16170432577423408
2005-01-09,-0.037866490910178185,-3.005901365493341
2005-01-16,0.002903778193413753,0.18095517554455098
2005-01-23,-0.007659630810093909,-0.4713836367008718
2005-01-30,0.0035289602344951154,0.24105720392671018
2005-02-06,-0.014440363814301083,-0.9886342007665916
2005-02-13,-7.713989026220114e-05,0.004776833545946225
2005-02-20,0.01635855528076391,1.2106332799776278
2005-02-27,0.013459781881832278,0.9768919066177475
2005-03-06,6.614476499672284e-05,0.015291877223181973
2005-03-13,0.016912853859911592,1.2988550682898095
2005-03-20,-0.011266927517623537,-0.8196727056026355
2005-03-27,-0.027851153274770335,-2.079280550620053
2005-04-03,-0.0036340169371293918,-0.2269683890863742
2005-04-10,0.002002905439623226,0.1475034131633811
2005-04-17,-0.005031987457241871,-0.35408669690055616
2005-04-24,0.014806639110164,1.1363920832249856
2005-05-01,-0.01434315530483915,-1.0644322448492258
2005-05-08,-0.004983532688166176,-0.3606829196109948
2005-05-15,-0.01540869614813925,-1.1924556359241605
2005-05-22,-0.004694780495635487,-0.34821934658696235
2005-05-29,0.0019859593368168615,0.1710092396634806
2005-06-05,-0.02836858612817647,-2.3817950548671973
2005-06-12,-0.007639086700108211,-0.5215746575913818
2005-06-19,0.011633909042619406,0.853653002220197
2005-06-26,-0.01484496348603645,-1.0817702833123706
2005-07-03,-0.013482810841625337,-0.9745975401793722
2005-07-10,0.0037670174567449866,0.2870966690265975
2005-07-17,0.005406013945792654,0.42810804688134524
2005-07-24,0.0012415927804386717,0.11171506675691419
2005-07-31,0.005211804715955504,0.45422448567943974
2005-08-07,0.019762135850171447,1.7562882330561909
2005-08-14,0.006363958005320802,0.5213996326260157
2005-08-21,-0.02357682863866853,-1.948506943244673
2005-08-28,0.011380797456421343,0.8467030789556733
2005-09-04,0.019252215614467216,1.44761543832164
2005-09-11,-0.009790300689117543,-0.6839665640542839
2005-09-18,-0.013951462398021613,-1.0083404062883543
2005-09-25,-0.016315379977479977,-1.18179360056865
2005-10-02,-0.001071096251382908,-0.06640974111112663
2005-10-09,0.008443165321173951,0.6510565653102731
2005-10-16,-0.004381398333432762,-0.3310149909838024
2005-10-23,-0.010237075296992942,-0.8265571374376983
2005-10-30,0.009741933770445632,0.8224789496198697
2005-11-06,-0.02160147333857229,-1.8123735323866472
2005-11-13,-0.006628698822392309,-0.493521564565494
2005-11-20,0.003491441664346895,0.2882603634777688
2005-11-27,-0.004347756627548688,-0.3493923166342954
2005-12-04,-0.0005157077144866684,-0.032155531198138895
2005-12-11,0.008083466778576437,0.752657442402408
2005-12-18,0.016785995375787288,1.577828695942638
2005-12-25,-0.011894915881455831,-1.0180316468208388
