Date,GC=F,"GARCH(1,1) Volatility",Realized Volatility,Standardized Realized Volatility
2000-08-31,278.29998779296875,784.3932761743057,,
2000-09-30,273.6000061035156,969.4856463172496,,
2000-10-31,264.8999938964844,985.875772949657,0.03652214799908882,-0.8660513532702576
2000-11-30,270.1000061035156,995.1134334189128,0.1259733018640588,-0.06131876073510767
2000-12-31,272.0,990.9613389638445,0.03085300530958555,-0.9170528629977048
2001-01-31,265.6000061035156,988.9004287959879,0.07486571034099489,-0.5210998015327134
2001-02-28,266.79998779296875,994.6816001747919,0.06870180041283824,-0.5765524033418127
2001-03-31,257.8999938964844,993.9866419857813,0.092777615041763,-0.35995829709946037
2001-04-30,264.0,1002.1841542657837,0.13964762024869642,0.06169999541678856
2001-05-31,265.29998779296875,997.1240722177516,0.04587503976566786,-0.7819096008856938
2001-06-30,270.6000061035156,995.5529546151128,0.03687280068794172,-0.862896764031465
2001-07-31,266.20001220703125,990.5302279011069,0.08876361409661027,-0.39606959636685063
2001-08-31,274.3999938964844,994.2428196679829,0.11528272724764026,-0.1574947568519114
2001-09-30,292.3999938964844,986.9162818882456,0.08522713571823527,-0.42788494240665953
2001-10-31,279.5,969.721249574195,0.26874649267677814,1.223116766621785
2001-11-30,273.8999938964844,980.420980115733,0.0589881884525011,-0.6639393156171133
2001-12-31,278.70001220703125,986.3793557762114,0.09200408712623577,-0.36691721375916275
2002-01-31,282.1000061035156,982.3626724512718,0.01304411105527517,-1.0772676508928878
2002-02-28,296.70001220703125,978.9223278313025,0.09689016003917496,-0.32296046247476
2002-03-31,302.6000061035156,965.1555712420951,0.0780636035275095,-0.49233048147990427
2002-04-30,308.8999938964844,958.6886327212978,0.002288162124127661,-1.1740317762791748
2002-05-31,326.5,952.3849295699837,0.08856587147000071,-0.3978485553818057
2002-06-30,313.5,935.6357121946247,0.23709253332833502,0.9383471278876964
2002-07-31,303.20001220703125,946.4600474236433,0.017051895717675805,-1.0412122753908026
2002-08-31,312.3999938964844,956.7836374039878,0.1548022937880783,0.19803652322480475
2002-09-30,323.8999938964844,949.0058308126312,0.015845342985837993,-1.0520668285851404
2002-10-31,318.0,937.7933496625201,0.13478871041031767,0.017987612264799703
2002-11-30,316.79998779296875,942.4436117664036,0.035375180141340064,-0.8763698609455634
2002-12-31,347.6000061035156,943.8906624508733,0.2473884384051193,1.0309725444076847
2003-01-31,368.29998779296875,915.4992967001996,0.0922750445847483,-0.3644795895516016
2003-02-28,350.20001220703125,894.2581789824332,0.26624926894021983,1.2006509040271622
2003-03-31,335.8999938964844,909.4777307287482,0.020357205159448402,-1.0114766026657334
2003-04-30,339.1000061035156,923.8228968613172,0.12335762975612456,-0.08485022462004826
2003-05-31,364.5,921.8874687096112,0.16014141123448825,0.24606901513636745
2003-06-30,346.0,898.2443961725826,0.30779944414998817,1.5744502209965185
2003-07-31,354.0,913.6565462759918,0.18095812565721395,0.43334316244084525
2003-08-31,375.70001220703125,907.352340101564,0.09351682081698806,-0.35330815392957143
2003-09-30,385.3999938964844,886.8138490116338,0.08691046045004984,-0.41274118833550993
2003-10-31,384.5,876.3308659961963,0.06896205957337004,-0.5742110246123451
2003-11-30,396.79998779296875,876.4015616687266,0.08407820988233644,-0.4382210647103379
2003-12-31,415.70001220703125,865.0203989312913,0.038313807097024935,-0.8499329868934774
2004-01-31,402.20001220703125,846.7027766968152,0.19621993549662659,0.5706435243499679
2004-02-29,396.3999938964844,857.8714639331855,0.044224583297283,-0.796757661031175
2004-03-31,427.29998779296875,864.0468923391862,0.22626495530127375,0.8409386031218034
2004-04-30,387.0,835.9109964235208,0.42196050045807537,2.601481386497617
2004-05-31,394.0,871.2190285686291,0.27532499461334353,1.2822991772411179
2004-06-30,392.6000061035156,867.2338282684523,0.053009748733541064,-0.7177233651959067
2004-07-31,391.0,868.2416545042908,0.0012789429812148333,-1.183111050298807
2004-08-31,410.3999938964844,869.7964940485126,0.13151742265065114,-0.011441989993197252
2004-09-30,418.70001220703125,851.955776451294,0.07199573618778511,-0.5469190519395639
2004-10-31,428.5,842.9680053594494,0.007793133675885254,-1.124507205189064
2004-11-30,451.29998779296875,833.2429449967776,0.07300236252156815,-0.5378631037007944
2004-12-31,437.5,811.4438549512594,0.20523574663636204,0.6517527863192297
2005-01-31,421.79998779296875,822.6302541409036,0.013000517728978414,-1.0776598310825471
2005-02-28,436.5,837.9838387476303,0.17326811624819127,0.36416125766984425
2005-03-31,428.70001220703125,825.4768186181809,0.12913724107618135,-0.032854902028058776
2005-04-30,435.0,831.7904246001373,0.07976751166422526,-0.4770015521921852
2005-05-31,416.29998779296875,826.4120842424753,0.14129660205888045,0.0765347890423223
2005-06-30,435.8999938964844,843.35325670153,0.2206254958439177,0.7902041337099757
2005-07-31,429.8999938964844,826.4268541748332,0.14904183123295875,0.1462134693469232
2005-08-31,433.79998779296875,830.746828394038,0.05593774365293912,-0.691382140509484
2005-09-30,469.0,827.4470845687409,0.1765385258004873,0.3935829592796827
2005-10-31,465.1000061035156,794.6643542277773,0.21912882081518953,0.7767395429919045
2005-11-30,494.6000061035156,795.8525023824631,0.1757331820224304,0.38633781644590687
2005-12-31,517.0999755859375,768.660322926682,0.0439339874685744,-0.7993719586060232
2006-01-31,570.7999877929688,745.8517951670827,0.14294528906833817,0.09136693054161163
2006-02-28,561.5999755859375,694.6120636443544,0.29385589057020106,1.4490093346961235
2006-03-31,581.7999877929688,699.2759701222379,0.12758518949892378,-0.04681767875646353
2006-04-30,651.7999877929688,680.9339778193614,0.20660852748024347,0.6641027833818379
