Date,Price,Absolute Log Return,"GARCH(1,1) Log Returns","GARCH(1,1) Absolute Log Returns",DD-EWMA Forecasted Volatility,DD-EWMA RMSE
2007-05-06,1.976089358329773,0.011327595540501889,,0.00706781180713108,0.0050321686563638,0.004409737898254081
2007-05-13,1.9827107191085815,0.003345138336707132,,0.006678758037240243,0.004952368192714368,0.004466682019168124
2007-05-20,1.9753085374832153,0.003740350804450898,,0.006820878608728108,0.005241413108790568,0.004554705067720662
2007-05-27,1.984914779663086,0.0048513733956232485,,0.006854731000298658,0.005219826595757631,0.0046732024224208565
2007-06-03,1.9809824228286743,0.001983086258841915,,0.00672101827179841,0.004917510667354401,0.0042208525169442415
2007-06-10,1.9704822301864624,0.00531459510789134,,0.007101582388621176,0.004847837114127539,0.004356929238281215
2007-06-17,1.976792573928833,0.0031973193817667056,,0.006843798487450124,0.00489346266761724,0.004144224656504394
2007-06-24,1.997602939605713,0.010472312478161383,,0.006959298854760088,0.005204789850131038,0.004490077893216347
2007-07-01,2.008314371109009,0.00534781734150469,,0.0065519358506672554,0.005184195911572967,0.004456097774000349
2007-07-08,2.011991500854492,0.001829279108593873,,0.006444697923879991,0.005295579874724105,0.004551377646147455
2007-07-15,2.034795045852661,0.011270071252607594,,0.00695191203441161,0.005101501466523037,0.004575255454852775
2007-07-22,2.057020664215088,0.010863557168754423,,0.006589235065026793,0.005196061855878786,0.004463953387358211
2007-07-29,2.0246193408966064,0.015876953338603506,,0.006297780401845729,0.005218648427979437,0.004503948930857467
2007-08-05,2.0428173542022705,0.00894820797300655,,0.00675105175109043,0.005265771271084222,0.004331415617395396
2007-08-12,2.022081136703491,0.010202664308493259,,0.0063689209164255675,0.005482024325732551,0.004277035986517477
2007-08-19,1.9820033311843872,0.020019130123407503,,0.006106336825704876,0.005509030079050384,0.004122237044353897
2007-08-26,2.0136120319366455,0.015822023532109042,,0.007652339724163105,0.005460130306859628,0.00409682510479611
2007-09-02,2.017186403274536,0.0017735306452300037,,0.0076587218508987745,0.005068958142619098,0.0036513965443017386
2007-09-09,2.0286033153533936,0.005643863462157506,,0.007776721147205081,0.005082382947220825,0.0035554921734479886
2007-09-16,2.006702423095703,0.010854744952218609,,0.0073069056617505535,0.004952364054368646,0.003636555295906665
2007-09-23,2.0204060077667236,0.006805695848136062,,0.00682911986426811,0.004890831352345217,0.003650762925065724
2007-09-30,2.046203374862671,0.012687578632654462,,0.006508592067455551,0.004894049697511972,0.0038209422226985045
2007-10-07,2.043694257736206,0.0012269830038056373,,0.006392783088093565,0.00494451558046532,0.0038277608378907303
2007-10-14,2.0342981815338135,0.004608195316601282,,0.007049049642231154,0.004884833503329651,0.0037936195799677798
2007-10-21,2.05149245262146,0.008416668464480193,,0.00689125278876254,0.004685929939879857,0.0037950177158708213
2007-10-28,2.0517029762268066,0.00010261446678905273,,0.006480190548330862,0.00493673251213362,0.0038421292379205016
2007-11-04,2.085592746734619,0.016382937443576884,,0.007367143854085541,0.004918512749678461,0.0038503834234886363
2007-11-11,2.094679594039917,0.004347497424509905,,0.007564819663915708,0.005025970554414272,0.0038611645245774768
2007-11-18,2.0524187088012695,0.020381647655305146,,0.007297160872813048,0.005023448785132657,0.003895029117917652
2007-11-25,2.0610907077789307,0.004216356860654247,,0.008446264426693927,0.0050126536377899395,0.003899236892953867
2007-12-02,2.0566821098327637,0.0021412544236303344,,0.007961208405123986,0.005401812771647683,0.004116677954303914
2007-12-09,2.031818151473999,0.012163024727071758,,0.007920400269832387,0.005734061650618151,0.004155401634324843
2007-12-16,2.02012038230896,0.0057739284868647545,,0.0073777841959563155,0.005465777451835892,0.004188630537049398
2007-12-23,1.9833006858825684,0.018394634985444025,,0.006998710482709682,0.0054493181901164,0.004160994502298519
2007-12-30,1.9933024644851685,0.005030323275889481,,0.007757799184968211,0.005454765259271442,0.004098963148414127
2008-01-06,1.9758158922195435,0.008811370099063076,,0.007356015986898937,0.005398210720098702,0.004169243122466717
2008-01-13,1.959401249885559,0.00834248121103942,,0.006822736865620153,0.005415871177955064,0.0041658998877860415
2008-01-20,1.9683877229690552,0.004575851109010487,,0.006430925052526564,0.005089491630138394,0.0038348184630202817
2008-01-27,1.9805903434753418,0.006180160608766361,,0.006458729902885762,0.00515469868210509,0.003635262760820742
2008-02-03,1.9664909839630127,0.007144225472878518,,0.006290575722340808,0.004994226843888677,0.0036698459337812903
2008-02-10,1.9471162557601929,0.009901293257199795,,0.00609317789982255,0.005138792563642641,0.0036325418686280675
2008-02-17,1.9613995552062988,0.007308842394589732,,0.0058964670513891905,0.005238864562857667,0.0037033166238973803
2008-02-24,1.966916561126709,0.0028088419486993477,,0.005800060053638016,0.0052589142515271775,0.003713227638762452
2008-03-02,1.9866102933883667,0.009962697044147095,,0.0063358443926490714,0.005368795196848009,0.0037707026058548566
2008-03-09,2.0140175819396973,0.01370170792376546,,0.006074520391702035,0.005114852847865257,0.0037893092422896634
2008-03-16,2.0199978351593018,0.0029649155901347868,,0.006221039753790303,0.005085113001300417,0.003833961521488158
2008-03-23,1.9833006858825684,0.01833396985482194,,0.006580037170220168,0.005099293177781899,0.0037109417022605437
2008-03-30,1.9948930740356445,0.005827982076442084,,0.007481933546012937,0.005229438461458308,0.0037560750795464135
2008-04-06,1.994614601135254,0.00013960263948153973,,0.007070625917480316,0.005211457854113895,0.003788322201221685
2008-04-13,1.9823178052902222,0.006184080480649001,,0.007729323733342067,0.005224429125425597,0.003772240625815463
2008-04-20,1.9980818033218384,0.007920853181046184,,0.007223977364947381,0.005136130060613234,0.0038886461788594363
2008-04-27,1.9833006858825684,0.007425152137357727,,0.006742924508058515,0.005103462530994388,0.0038304128507192278
2008-05-04,1.9714922904968262,0.005971706002370403,,0.006406927862479008,0.004889810151854061,0.0037957200439945565
2008-05-11,1.954384684562683,0.008715359309653836,,0.006273577729334298,0.004966549624690699,0.003707491976887406
2008-05-18,1.9567173719406128,0.0011928544030958,,0.006019617016642467,0.004919476176917262,0.0037509071338210766
2008-05-25,1.9823178052902222,0.012998509865239982,,0.006823094513536457,0.004922202424934528,0.0037455914540427252
2008-06-01,1.982789397239685,0.0002378709717536509,,0.006653344554082763,0.005017455853434938,0.0036670798714273636
2008-06-08,1.9700162410736084,0.006462852866751301,,0.007441978925062022,0.004928366591447566,0.0037785446201096915
2008-06-15,1.9468889236450195,0.011809112155623858,,0.0069873869170691515,0.004976096064416458,0.003822879572428282
2008-06-22,1.973710298538208,0.01368249688850276,,0.006654929162571206,0.005020984893861542,0.0036069951368243544
2008-06-29,1.9940975904464722,0.010276440742813753,,0.006621021793196849,0.004587122600149676,0.003110867235350622
2008-07-06,1.983418583869934,0.005369698961909419,,0.006293888915786617,0.00440194853847493,0.0028392861721899853
2008-07-13,1.9894163608551025,0.0030193962876909897,,0.0062594663550293635,0.0044369212618338314,0.002753770102130113
2008-07-20,1.9990005493164062,0.0048060205966368175,,0.006595398603150678,0.004347141797641063,0.0028510955226562083
2008-07-27,1.990010142326355,0.004507594944003435,,0.00654279048213212,0.004311697995721347,0.00282766844458615
2008-08-03,1.974294662475586,0.007928533727641573,,0.006546436282382518,0.004317655227750059,0.002803584843296718
2008-08-10,1.9197173118591309,0.02803325984909577,,0.006239580574657786,0.00452378699989574,0.0029017050402623244
2008-08-17,1.8649061918258667,0.02896718925143771,,0.010369505135942396,0.0045118068375869244,0.0028253552460914683
2008-08-24,1.8540148735046387,0.005857263043626992,,0.012758777893372012,0.004527327589259765,0.002954918401663897
2008-08-31,1.8217922449111938,0.01753272300626474,,0.011167835801211284,0.00466190581895931,0.002787775236196219
2008-09-07,1.768596887588501,0.02963425315032775,,0.01049514337742416,0.004455603959315155,0.0026856028661999608
2008-09-14,1.7923073768615723,0.013317313768693273,,0.013038744083149296,0.004499426454468063,0.0027273580164680557
2008-09-21,1.8308981657028198,0.021302820270328482,,0.01145431414281323,0.004414108805887639,0.002610286785657957
2008-09-28,1.8402988910675049,0.00512135184592355,,0.011411811547757802,0.004118011182908619,0.002358547470205402
2008-10-05,1.7720128297805786,0.03781190678720148,,0.010148712332980455,0.00410280044804214,0.0023702545181266753
2008-10-12,1.7040129899978638,0.03913004082292182,,0.015668891229535378,0.004278236843556788,0.0024790697757781765
2008-10-19,1.7301934957504272,0.015247197893581754,,0.01899361788245243,0.004372049729613765,0.0023694402711329043
2008-10-26,1.5914950370788574,0.08355940016685626,,0.016392636185686312,0.004248462991716327,0.0023730240916870053
2008-11-02,1.607303500175476,0.009884080921646166,,0.03612899117651477,0.00430485283017864,0.0022688969610952367
2008-11-09,1.5650922060012817,0.026613190435373413,,0.030372492470592902,0.004271504880394252,0.0022745790978961618
2008-11-16,1.4752962589263916,0.05908591669641289,,0.026752027720205983,0.004297268116703924,0.002157766901370922
2008-11-23,1.492693305015564,0.011723252363472325,,0.03176706858944317,0.00431907732507338,0.002121614101211221
2008-11-30,1.5385088920593262,0.030231619961018863,,0.0267660981493898,0.004318646017301844,0.002123461361875495
2008-12-07,1.4705017805099487,0.045210005626732885,,0.024482203480390048,0.004395210523404749,0.0022447481863599925
2008-12-14,1.4949917793273926,0.016517018219273705,,0.026246231285281106,0.004763309808774983,0.002566109680789136
2008-12-21,1.499497652053833,0.0030094453364487572,,0.022401645730687862,0.0048637759493484495,0.0025933712398022945
2008-12-28,1.458491325378418,0.02772759071057712,,0.019167185502181376,0.0050488783116583785,0.0027356347630460576
2009-01-04,1.4523905515670776,0.004191707531944644,,0.01830699282004132,0.005152507956256833,0.002611194426969106
2009-01-11,1.5179113149642944,0.04412439983333405,,0.01575100339752056,0.005090017716597227,0.002661877666310779
2009-01-18,1.473405122756958,0.029759122889558454,,0.020676674281723147,0.005126315725588396,0.002675069169199408
