Date,Price,Absolute Log Return,"GARCH(1,1) Log Returns","GARCH(1,1) Absolute Log Returns",DD-EWMA Forecasted Volatility,DD-EWMA RMSE
2000-01-31,107.19999694824219,,,,,
2000-02-29,110.19000244140625,0.027509950487206503,1.8891755455287935,0.020134282562946037,,
2000-03-31,102.95999908447266,0.0678656162602147,1.8935432519544746,0.01941457608647894,,
2000-04-30,108.1500015258789,0.04917861211217733,,0.021597866756863496,,
2000-05-31,107.62999725341797,0.004819772750514595,1.8937089160964184,0.021671753922211087,,
2000-06-30,106.01000213623047,0.015165944321243074,1.8942408062127893,0.020955533140740543,,
2000-07-31,109.33000183105469,0.030837398758132295,1.8963763277746486,0.020083431390723955,,
2000-08-31,106.66999816894531,0.024630908722564904,1.8938292120136395,0.019452634508505817,,
2000-09-30,108.12999725341797,0.013594242084915109,,0.018764305521275983,,
2000-10-31,108.79000091552734,0.0060852452918327415,1.89566419400295,0.018170622704777192,,
2000-11-30,110.37000274658203,0.01441895582147712,1.89673259730788,0.017854692709124816,,
2000-12-31,114.37999725341797,0.035687831804372294,,0.017361053969239062,,
2001-01-31,116.68000030517578,0.019908933140627028,1.8937389057595455,0.017275226342819257,,
2001-02-28,117.38999938964844,0.0060665720760679775,1.8949769436512351,0.016817223974979312,,
2001-03-31,126.2300033569336,0.07260394666747327,,0.016690313584940705,,
2001-04-30,123.37999725341797,0.02283666483822433,1.8959202400428843,0.020171815841316592,,
2001-05-31,119.2300033569336,0.03421457254718252,1.8938199470505226,0.019379426100878918,,
2001-06-30,124.5,0.043251286931613286,,0.0189522711763045,,
2001-07-31,125.01000213623047,0.004088035286186731,1.89590352923435,0.01904331393183192,,
2001-08-31,118.75,0.05137330827619824,1.89358428190258,0.018688859640702698,,
2001-09-30,119.4800033569336,0.006128578529354556,,0.019411484753967173,,
2001-10-31,122.4000015258789,0.024145361100451623,1.8953511107545484,0.018930663548604718,,
2001-11-30,123.44999694824219,0.008541808526033812,1.8958246085042476,0.018298435469835294,,
2001-12-31,131.6699981689453,0.06446258739126964,1.897074822035697,0.017881762994874775,,
2002-01-31,134.8699951171875,0.024012536863060596,1.8947817091929058,0.020049884025145126,,
2002-02-28,133.4600067138672,0.010509457543248502,1.895399857676619,0.019283532781289636,,
2002-03-31,132.6999969482422,0.005710939440931817,,0.018688550702035376,,
2002-04-30,128.52999877929688,0.03192858771611817,1.8930488919283397,0.018317360934312073,,
2002-05-31,124.05999755859375,0.03539703075888845,1.8927400442910836,0.017945946954581765,,
2002-06-30,119.5199966430664,0.03728160656802082,,0.01776287639394619,,
2002-07-31,119.77999877929688,0.0021730233473933325,1.8970598569024106,0.01769564864697241,,
2002-08-31,118.43000030517578,0.011334645334857285,,0.01761604256895081,,
2002-09-30,121.83000183105469,0.0283045740856549,1.8957773322175495,0.017212058579080456,,
2002-10-31,122.44999694824219,0.005076113079791611,1.8939126549922876,0.016876959604855385,,
2002-11-30,122.47000122070312,0.00016335352486507304,,0.01678264775416445,,
2002-12-31,118.69999694824219,0.031266836094776984,1.8925363560995898,0.016948554728615964,,
2003-01-31,119.91000366210938,0.010142216026041595,1.8952820728450017,0.016739965202306323,,
2003-02-28,118.08999633789062,0.015294477329808487,1.8938066663179898,0.016483842870588645,,
2003-03-31,118.01000213623047,0.0006776298622455101,1.895183844425715,0.01615513493770569,,
2003-04-30,118.81999969482422,0.006840355619436522,1.8947633616342632,0.01639219467319961,,
2003-05-31,119.30000305175781,0.004031614325197275,,0.016295992590719913,,
2003-06-30,119.66999816894531,0.0030965846001533848,1.896169329109661,0.016335165848415392,,
2003-07-31,120.55999755859375,0.0074095947831320785,1.896270751100738,0.016413851119712625,,
2003-08-31,116.88999938964844,0.030914217669600674,,0.016292900949955242,,
2003-09-30,111.29000091552734,0.04909390118625456,1.8914908441466192,0.016164551218348505,,
2003-10-31,110.0,0.011659049419418643,1.8941058609331474,0.017176137348972446,,
2003-11-30,109.62000274658203,0.003460501118963677,,0.016822190542154888,,
2003-12-31,107.4000015258789,0.020459668391249686,1.8942099891229427,0.016809220072350445,,
2004-01-31,105.72000122070312,0.015766094999547065,,0.016412063559006637,,
2004-02-29,109.25,0.032844732693043,,0.016087075206282806,,
2004-03-31,104.20999908447266,0.047230748756771135,1.8931969651768599,0.016062908089015757,,
2004-04-30,110.37000274658203,0.057430297451086965,1.8964483778424999,0.016938005738711803,,
2004-05-31,109.5199966430664,0.007731232341151362,1.892778797780086,0.01857211558386177,,
2004-06-30,108.87000274658203,0.005952615207686307,1.8940495054741675,0.01814540497967255,,
2004-07-31,111.36000061035156,0.022613666945819233,,0.01783789451323684,,
2004-08-31,109.16999816894531,0.019861918547326773,1.8948246151325374,0.017323031196044295,,
2004-09-30,110.08000183105469,0.008301107299217847,1.895577704865696,0.016858916344594698,,
2004-10-31,105.72000122070312,0.04041328953623147,,0.016643530639566584,,
2004-11-30,102.9000015258789,0.027036443613897454,1.8935936176694725,0.016925092523631335,,
2004-12-31,102.51000213623047,0.0037972820342089264,1.8939038346189148,0.016597276636267744,,
2005-01-31,103.5999984741211,0.010576939462271895,1.8944957896647567,0.0166019999219292,,
2005-02-28,104.52999877929688,0.008936784769776551,1.8951829518122905,0.016352664710953927,,
2005-03-31,107.13999938964844,0.024662284889449992,1.8967483605139006,0.016187161090056017,,
2005-04-30,104.6500015258789,0.023514921283257273,,0.015912078796992232,,
2005-05-31,108.4000015258789,0.03520663960912884,1.8956185719507965,0.015657681019494153,,
2005-06-30,110.86000061035156,0.022440046415345805,1.896531215641365,0.01580698630688446,,
